	Characters	occourencesCount	possCount	agentCount	patientCount	modCount
0	Bobby	171	35	66	6	3
1	Rikki	117	23	40	17	2
2	Chrome	37	8	7	6	0
3	the Finn	34	0	18	1	0
4	Tiger	33	4	21	1	1
5	Jack	28	4	10	1	0
6	Macao	16	3	10	2	0
7	Mat	13	1	8	1	1
8	Tally Isham	10	1	5	1	1
9	Crow Jane	8	1	5	0	1
10	Sendai	8	1	4	1	0
11	Miles	7	0	2	1	0
12	Sendais	3	0	1	1	0
13	William Gibson	2	0	3	0	0
14	Ikons	2	0	0	2	0
