	supersense_category	text
2560	verb.competition	corner
2561	noun.communication	wirelesstalk
2563	noun.location	Capt.Douglas
2564	verb.cognition	agree
2569	verb.change	restock
2570	verb.stative	postpone
2574	noun.cognition	case
2576	noun.artifact	antarctic
2579	noun.location	Esquimau
2580	noun.group	village
2581	verb.stative	owe
2582	noun.artifact	tent
2583	noun.act	supply
2585	verb.communication	wirelesse
2587	noun.time	rest
2588	noun.act	labour
2591	verb.communication	sendin
2592	noun.act	work
2593	noun.act	survey
2599	noun.substance	schist
2600	noun.object	outcropping
2601	verb.communication	discourage
2603	verb.stative	hingeon
2604	verb.possession	unearth
2605	noun.body	specimen
2607	noun.communication	vein
2614	verb.contact	settle
2615	verb.change	repair
2618	noun.act	sampling
2622	noun.person	drill
2623	noun.person	youngGedney
2626	noun.object	vein
2627	noun.plant	cephalopod
2628	noun.substance	coral
2629	noun.animal	echini
2630	noun.animal	spirifera
2631	noun.communication	suggestion
2632	noun.animal	sponge
2633	noun.animal	vertebrate
2634	noun.body	teliost
2635	noun.animal	shark
2636	noun.animal	ganoids
2637	verb.consumption	afford
2639	noun.artifact	fossil
2643	noun.state	vacancy
2644	noun.person	excavator
2646	verb.stative	yawn
2647	noun.person	searcher
2648	noun.act	hollow
2649	verb.change	wear
2650	noun.object	groundwater
2651	noun.object	tropic
2652	noun.body	stalactite
2653	noun.body	stalagmite
2654	noun.object	deposit
2655	noun.object	jungle
2656	noun.plant	fungus
2657	noun.animal	cycad
2658	noun.animal	fan
2659	noun.plant	palm
2660	noun.plant	angiosperm
2661	noun.communication	medley
2662	noun.relation	representative
2663	noun.communication	cretaceous
2664	noun.communication	eocene
2665	noun.person	palaeontologist
2666	noun.animal	mollusc
2667	noun.animal	crustaceanarmour
2668	noun.animal	fish
2669	noun.animal	amphibian
2670	noun.animal	reptile
2675	verb.communication	mark
2678	noun.location	inner
2681	verb.emotion	satisfied
2682	noun.shape	edge
2683	verb.communication	scribble
2684	noun.communication	notebook
2685	noun.person	youngMoulton
2686	verb.motion	runback
2687	verb.contact	despatch
2690	noun.act	identification
2692	noun.animal	placoderm
2693	noun.communication	remnant
2694	noun.body	labyrinthodont
2695	noun.body	thecodont
2696	noun.animal	mososaur
2697	noun.body	skullfragment
2698	noun.animal	dinosaurvertebra
2699	noun.artifact	armour
2700	noun.body	pterodactyltooth
2701	noun.artifact	bone
2702	noun.animal	archaeopteryx
2704	noun.body	vertebrae
2706	noun.body	palaeothere
2707	noun.substance	xiphodon
2708	noun.substance	dinoceras
2709	noun.substance	eohippi
2710	noun.substance	oreodon
2711	noun.plant	titanothere
2712	noun.animal	mastodon
2713	noun.animal	elephant
2714	noun.animal	camel
2715	noun.animal	bovine
2719	noun.time	oligoceneage
2721	verb.stative	lain
2722	noun.attribute	prevalence
2724	noun.body	fossil
2725	noun.body	ventriculite
2728	noun.time	period
2731	noun.animal	coral
2732	noun.time	silurian
2733	noun.time	ordovician
2734	noun.cognition	inference
2735	noun.state	continuity
2739	noun.act	come
2740	noun.time	pleistocene
2741	verb.creation	put
2742	noun.state	end
2743	verb.cognition	outlive
2748	verb.motion	stayat
2752	verb.communication	relay
2754	noun.communication	postscript
2756	noun.group	succession
2760	verb.communication	dissuade
2762	noun.person	operatorMcTighe
2763	noun.communication	shorthand
2764	noun.person	Fowler
2767	noun.event	fragment
2768	noun.event	blast
2769	noun.communication	print
2770	noun.communication	slate
2772	noun.time	comanchiantime
2773	noun.process	decrease
2774	verb.communication	emphasise
2777	noun.person	einstein
2778	noun.cognition	mathematic
2779	verb.social	joinup
2780	verb.cognition	amplify
2783	noun.group	cycle
2784	verb.stative	specialised
2785	noun.animal	form
2787	verb.stative	arise
2788	noun.process	development
2790	noun.animal	marinesaurian
2792	noun.state	wound
2793	noun.state	injury
2794	noun.animal	carnivorousanimal
2797	verb.contact	hack
2798	noun.body	incision
2802	noun.artifact	torch
2803	noun.cognition	search
2805	noun.animal	stalactite
2806	noun.substance	soapstone
2810	noun.communication	evidence
2811	verb.communication	place
2812	verb.stative	have
2813	noun.attribute	smoothness
2815	noun.state	cleavage
2817	noun.feeling	curiosity
2818	noun.act	weather
2819	noun.process	action
2821	noun.communication	magnifier
2822	verb.cognition	makeout
2825	noun.person	dog
2827	noun.attribute	odour
2828	noun.person	mill
2829	verb.motion	getback
2830	noun.communication	discovery
2831	noun.person	Orrendorf
2832	noun.person	Watkins
2833	noun.person	fossil
2834	noun.animal	vegetable
2836	noun.animal	radiata
2837	noun.body	tissue
2839	noun.substance	mineralsalt
2840	verb.possession	retain
2842	verb.contact	taper
2843	noun.shape	ridge
2844	noun.plant	stave
2845	noun.act	breakage
2846	noun.plant	stalk
2847	noun.location	middle
2849	noun.shape	furrow
2850	noun.communication	ridge
2851	noun.substance	growth
2852	noun.substance	comb
2853	verb.contact	foldup
2854	noun.artifact	fan
2857	noun.process	spread
2858	noun.cognition	arrangement
2859	verb.cognition	remind
2861	verb.change	stretch
2862	noun.substance	orifice
2863	noun.body	wing
2864	noun.location	end
2865	noun.cognition	clue
2866	verb.change	breakoff
2867	verb.contact	dissect
2868	noun.food	vegetable
2869	noun.state	primitiveness
2872	verb.cognition	endure
2874	noun.person	dyer
2876	noun.location	Douglas
2878	noun.location	KingsportHeadStation
2879	noun.substance	print
2881	noun.person	Boudreau
2883	noun.artifact	cluster
2885	verb.contact	mixed
2887	noun.state	star
2888	noun.process	breakage
2890	noun.relation	specimen
2891	noun.artifact	appendage
2892	verb.communication	leadoff
2893	noun.communication	paper
2897	noun.substance	diameter
2899	noun.substance	furrow
2901	verb.stative	framework
2904	noun.location	apex
2905	noun.object	ridge
2906	noun.animal	tentacle
2907	verb.stative	find
2908	verb.change	expansible
2909	noun.animal	crinoid
2912	verb.contact	branch
2915	verb.change	branch
2919	noun.substance	stalk
2920	noun.artifact	total
2922	noun.animal	gill
2923	noun.body	suggestion
2924	noun.animal	starfish
2925	noun.animal	cilia
2926	noun.artifact	point
2927	noun.body	point
2928	verb.contact	slit
2929	noun.body	aperture
2930	noun.event	expansion
2931	noun.substance	membrane
2932	verb.motion	roll
2933	noun.body	globe
2934	verb.stative	start
2935	noun.object	starfish
2936	noun.body	swelling
2937	noun.animal	bell
2938	noun.artifact	orifice
2940	noun.body	cilia
2944	verb.contact	clingto
2945	noun.attribute	flexibility
2946	noun.attribute	toughness
2947	noun.cognition	counterpart
2948	noun.location	arrangement
2949	noun.body	gill
2951	verb.stative	taper
2953	noun.shape	triangle
2955	noun.animal	paddle
2956	noun.body	fin
2959	noun.group	arrangement
2960	verb.creation	project
2961	verb.change	taper
2963	noun.body	base
2965	noun.body	part
2966	noun.artifact	paddle
2967	noun.act	locomotion
2969	noun.state	muscularity
2970	verb.stative	correspond
2971	verb.cognition	assign
2972	noun.state	kingdom
2974	verb.stative	represent
2975	noun.body	radiata
2976	noun.animal	Echinoderm
2977	verb.stative	resemblance
2979	noun.location	wing
2980	verb.stative	puzzle
2981	noun.location	symmetry
2985	noun.animal	protozoan
2986	verb.communication	baffle
2987	noun.cognition	conjecture
2989	noun.attribute	resemblance
2990	noun.person	creature
2991	verb.change	become
2997	noun.communication	ElderThings
2998	noun.communication	jest
2999	noun.person	student
3000	noun.communication	treatment
3002	noun.cognition	folklore
3003	noun.person	wilmarth
3005	noun.communication	appendage
3006	noun.communication	deposit
3007	noun.time	cretaceous
3010	verb.stative	deposit
3011	noun.act	hardwork
3012	verb.change	hew
3014	verb.change	prevent
3015	noun.act	preservation
3019	noun.person	job
3021	verb.communication	bark
3022	verb.possession	trust
3023	verb.social	guard
3024	noun.animal	sledge
3026	verb.contact	shipping
3028	noun.artifact	laboratory
3032	verb.change	openup
3035	noun.act	receipt
3036	noun.person	mctighe
3037	verb.communication	translate
3038	noun.communication	spot
3039	verb.possession	receive
3040	verb.communication	writeout
3042	verb.change	signoff
3043	verb.emotion	appreciate
3048	noun.communication	congratulation
3050	noun.communication	part
3056	noun.communication	remark
3063	noun.act	aërial
3066	verb.communication	banish
3072	noun.artifact	corral
3074	verb.contact	layout
3076	noun.act	dissection
3077	noun.communication	dissection
3083	noun.act	incision
3084	verb.emotion	upset
3085	noun.attribute	nicety
3087	verb.stative	yield
3089	noun.attribute	remnant
3091	noun.body	arrangement
3092	verb.change	disrupt
3093	noun.body	furrow
3094	noun.event	result
3099	verb.change	revise
3100	noun.Tops	cell
3101	noun.cognition	attribute
3102	verb.communication	pertain
3104	noun.cognition	power
3107	noun.cognition	odour
3109	verb.perception	answer
3112	noun.act	bark
3113	noun.attribute	restlessness
3115	noun.communication	guess
3116	noun.relation	member
3117	noun.act	inspection
3119	noun.substance	vegetable
3122	noun.process	digestion
3123	noun.act	circulation
3124	verb.change	eliminate
3126	noun.shape	tube
3129	verb.stative	handle
3131	noun.artifact	storagechamber
3132	verb.contact	shift
3133	noun.act	respiration
3134	noun.body	orifice
3135	noun.body	system
3137	verb.stative	adapt
3138	noun.state	hibernation
3140	noun.body	vocalorgan
3141	noun.shape	connexion
3142	noun.body	respiratorysystem
3143	noun.attribute	anomaly
3144	noun.substance	solution
3145	noun.communication	pipingnote
3148	noun.body	muscularsystem
3150	noun.communication	respect
3151	noun.body	centre
3152	noun.body	connective
3153	noun.cognition	extreme
3156	noun.cognition	factor
3157	noun.attribute	habit
3158	verb.communication	predict
3159	noun.attribute	analogy
3162	noun.feeling	sensitiveness
3163	noun.attribute	function
3164	noun.animal	bee
3165	verb.stative	reproduce
3166	noun.animal	vegetablecryptogams
3167	noun.animal	spore
3169	verb.change	develop
3170	noun.body	thallus
3171	noun.plant	prothallus
3172	noun.attribute	folly
3173	noun.body	radiate
3174	noun.animal	animalstructure
3175	noun.communication	contour
3176	noun.attribute	attribute
3177	noun.attribute	limit
3178	noun.cognition	adaptation
3179	verb.communication	hold
3180	verb.perception	undergo
3185	noun.communication	lake
3186	verb.communication	recall
3187	noun.communication	myth
3188	noun.person	GreatOld
3189	verb.creation	concoct
3191	noun.location	outside
3192	noun.person	folklorist
3193	noun.person	colleague
3194	noun.person	Miskatonic
3196	verb.perception	consider
3198	noun.person	ancestor
3200	verb.communication	reject
3206	noun.state	decadence
3207	noun.animal	foot
3208	noun.attribute	morphology
3209	verb.change	simplify
3211	noun.event	retrogression
3214	verb.communication	fallback
3215	noun.act	mythology
3216	noun.person	jocosely
3217	verb.communication	dub
3218	noun.artifact	find
3221	noun.artifact	tarpaulin
3225	verb.contact	limberup
3227	verb.creation	shew
3229	noun.cognition	decomposition
3232	verb.social	keepoff
3233	noun.phenomenon	solarray
3236	verb.motion	hasten
3237	verb.contact	weightdown
3240	noun.object	titan
3241	verb.communication	deliver
3243	noun.feeling	apprehension
3246	noun.act	supervision
3247	noun.attribute	precaution
3248	verb.contact	bank
3250	noun.artifact	aëroplaneshelter
3253	verb.change	detach
3254	noun.act	task
3256	verb.possession	share
3259	noun.communication	chat
3261	noun.substance	ether
3262	noun.communication	praise
3263	noun.event	drill
3266	noun.communication	greeting
3270	verb.cognition	ownup
3271	verb.social	getintouch
3279	verb.change	tonedown
3280	verb.emotion	rouse
3281	noun.communication	incredulity
3282	verb.cognition	substantiate
3287	verb.creation	breed
3292	noun.location	westward
3293	verb.social	prevent
3294	noun.Tops	communication
3296	noun.person	Douglas
3298	verb.weather	blow
3301	verb.motion	stampede
3303	verb.creation	cause
3305	verb.change	diedown
3306	noun.act	relapse
3308	verb.change	redouble
3310	verb.cognition	reflect
3312	verb.contact	cripple
3313	noun.phenomenon	force
3314	noun.location	locality
3315	verb.cognition	make
3316	noun.communication	conjecture
3317	noun.communication	consultation
3319	noun.person	thorfinnssen
3320	noun.communication	aëroplane
3324	verb.contact	save
3327	verb.communication	talkover
3328	verb.social	include
3334	noun.person	sailorGunnarsson
3335	noun.person	Larsen
3338	verb.motion	arriveat
3340	verb.motion	sailing
3343	verb.motion	drawback
3344	noun.state	necessity
3345	verb.motion	turnin
3346	noun.artifact	loading
3349	noun.act	pilotage
3351	noun.artifact	fuel
3356	verb.communication	designate
3363	noun.event	loss
3364	noun.feeling	peace
3365	verb.perception	possess
3367	noun.person	nature
3372	verb.social	refrainfrom
3373	verb.cognition	share
3376	noun.act	battle
3377	noun.time	air
3381	noun.time	journey
3384	noun.group	press
3385	verb.social	adopt
3386	noun.cognition	rule
3387	noun.act	censorship
3388	noun.person	sailorLarsen
3389	verb.perception	spy
3390	noun.object	witch
3392	noun.object	pinnacle
3394	noun.state	prominence
3396	verb.change	allow
3397	noun.location	summit
3398	verb.cognition	catch
3399	noun.attribute	phantasy
3400	verb.creation	inspire
3401	noun.communication	spectacle
3402	noun.attribute	secrecy
3404	noun.location	spire
3405	noun.communication	pylon
3407	noun.attribute	dimensionality
3408	noun.location	slope
3409	verb.stative	lookout
3412	noun.attribute	beyondness
3413	noun.attribute	remoteness
3414	noun.state	separateness
3415	noun.location	australworld
3417	verb.emotion	draw
3418	noun.communication	notice
3419	noun.cognition	regularity
3422	noun.object	cube
3424	verb.communication	justify
3427	noun.artifact	temple
3432	noun.state	mystery
3434	noun.communication	resemblance
3435	noun.location	realm
3438	noun.person	mythologist
3439	verb.cognition	place
3440	noun.person	Leng
3441	noun.location	CentralAsia
3444	noun.location	land
3445	noun.object	temple
3446	noun.object	Asia
3447	noun.person	mystic
3449	noun.communication	pnakoticmanuscript
3450	noun.person	devotee
3451	noun.person	Tsathoggua
3454	verb.stative	brood
3455	verb.cognition	breed
3456	noun.attribute	monstrosity
3460	noun.feeling	mood
3461	verb.change	aggravate
3462	noun.cognition	reaction
3464	noun.location	zenith
3465	noun.attribute	undulation
3467	noun.event	mirage
3468	noun.cognition	sample
3469	noun.communication	symbolism
3470	verb.emotion	shudder
3471	noun.artifact	minaret
3473	noun.state	vapour
3476	noun.group	aggregation
3478	verb.stative	embody
3479	noun.cognition	perversion
3480	noun.communication	law
3481	verb.stative	attain
3482	noun.shape	cone
3484	noun.artifact	shaft
3486	verb.stative	cap
3487	noun.group	tier
3488	noun.artifact	disc
3489	verb.creation	beetle
3490	noun.group	table
3491	noun.artifact	construction
3492	verb.stative	suggest
3493	noun.group	pile
3494	noun.artifact	slab
3495	noun.plant	star
3498	noun.shape	cube
3500	noun.shape	needle
3502	noun.artifact	bridge
3505	noun.attribute	giganticism
3508	noun.person	whaler
3509	noun.person	scoresby
3512	verb.contact	soar
3515	noun.feeling	pall
3516	noun.state	disaster
3517	verb.contact	envelop
3518	noun.attribute	taint
3519	noun.feeling	malignity
3520	noun.event	portent
3522	verb.change	breakup
3524	noun.attribute	hideousness
3525	verb.change	dissolve
3526	noun.attribute	opalescence
3528	noun.animal	giant
3529	noun.communication	regularity
3531	noun.attribute	clearness
3533	noun.location	patch
3534	noun.location	spot
3535	verb.cognition	taketo
3538	verb.change	shootup
3541	noun.person	rope
3543	verb.motion	head
3545	verb.creation	sendout
3546	noun.communication	wirelessmessage
3547	verb.perception	receive
3549	noun.act	sojourn
3550	noun.event	tragedy
3551	noun.act	wipe
3554	verb.communication	pardon
3555	noun.cognition	realisation
3556	verb.change	render
3558	verb.communication	flat
3559	noun.state	midst
3560	noun.feeling	distress
3561	noun.feeling	bewilderment
3562	noun.state	soul
3563	verb.stative	gobeyond
3564	noun.cognition	truth
3565	noun.event	instance
3567	verb.stative	liein
3568	noun.feeling	terror
3569	verb.creation	work
3570	noun.act	havoc
3571	noun.object	particle
3573	verb.change	pulverise
3576	noun.location	piece
3578	verb.contact	bruise
3579	noun.attribute	polish
3580	verb.change	flatten
3581	noun.location	surface
3582	verb.contact	denude
3583	noun.object	track
3584	verb.change	obliterate
3585	verb.contact	gather
3586	noun.substance	mineral
3590	noun.body	fossilbone
3593	noun.event	breakage
3595	noun.act	leap
3596	noun.event	break
3601	noun.artifact	bore
3602	verb.contact	damage
3603	verb.stative	warrant
3604	noun.possession	salvage
3605	verb.change	chokeup
3616	verb.contact	bringback
3617	noun.communication	incidental
3618	verb.possession	blowaway
3620	noun.act	cruise
3624	verb.stative	do
3626	noun.feeling	agitation
3630	verb.contact	sniffaround
3631	noun.artifact	soapstone
3633	verb.perception	harbour
3635	noun.feeling	investigativeness
3645	noun.object	grave
3646	noun.location	mound
3647	verb.contact	punchover
3649	verb.contact	digup
3650	noun.time	Mesozoic
3651	noun.group	Tertiary
3654	verb.change	blowaway
3658	verb.change	limit
3662	noun.state	hysteric
3666	noun.communication	sketch
3667	verb.contact	bringaway
3668	noun.artifact	film
3669	noun.act	development
3677	noun.cognition	opinion
3678	noun.communication	greatpeak
3682	noun.communication	rampart
3683	noun.event	formation
3684	noun.substance	vein
3686	noun.location	pass
3687	noun.act	scale
3688	noun.act	cross
3689	noun.person	mountaineer
3691	noun.body	mountain
3692	noun.location	elevation
3693	noun.object	formation
3695	noun.cognition	precipice
3697	noun.cognition	bodyofdatum
3698	verb.stative	go
3699	verb.cognition	satisfied
3702	noun.act	reconnoitre
3703	verb.contact	collect
3705	verb.communication	callfor
3706	noun.state	spell
3708	verb.communication	tempt
3709	verb.communication	emulate
3710	noun.attribute	ounce
3711	noun.cognition	persuasion
3717	noun.person	williamson
3718	verb.stative	worklike
3721	verb.change	fit
3722	noun.act	juggle
3723	verb.contact	load
3724	verb.motion	startback
3726	noun.object	aeon
3728	verb.stative	involve
3729	noun.act	exploration
3730	noun.event	decimation
3732	noun.feeling	doubt
3735	noun.event	disaster
3739	verb.creation	occasion
3740	noun.artifact	rudder
3742	verb.motion	clear
3744	verb.change	workup
3748	verb.change	twisting
3749	noun.communication	wail
3752	noun.body	soul
3753	noun.time	fortnight
3754	noun.location	polarland
3755	verb.communication	thank
3757	noun.state	alliance
3759	noun.object	crust
3764	noun.cognition	guess
3765	noun.attribute	faithfulness
3766	noun.person	youngDanforth
3767	noun.state	nervousbreakdown
3768	verb.body	flinch
3769	verb.communication	babble
3770	verb.communication	consent
3771	verb.communication	relieve
3772	noun.phenomenon	aftermath
3773	verb.cognition	gather
3774	verb.communication	whisper
3775	verb.cognition	repudiate
3776	verb.change	deter
3779	verb.communication	draw
3780	verb.communication	inquire
3782	verb.social	spur
3786	noun.object	monstrosity
3788	noun.person	naturalist
3791	noun.Tops	part
3794	verb.social	refrain
3799	verb.perception	smooth
3801	noun.person	Moore
3803	noun.act	outfit
3805	noun.body	nucleus
3807	verb.change	bore
3808	verb.contact	bringup
3809	verb.change	breakthrough
3810	noun.cognition	reticence
3811	noun.feeling	hesitancy
3812	noun.feeling	repugnance
3815	verb.emotion	tempt
3816	verb.communication	shirk
3817	verb.communication	standfor
3818	noun.communication	deduction
3821	noun.attribute	uneasiness
3826	noun.animal	specimen
3828	verb.social	checkup
3831	noun.cognition	rationale
3832	verb.cognition	lay
3838	verb.body	mangle
3841	verb.stative	come
3842	noun.act	strangulation
3843	noun.state	laceration
3846	noun.feeling	hatred
3847	noun.group	organism
3848	noun.act	precaution
3850	verb.social	stampede
3855	verb.motion	beat
3857	noun.phenomenon	solarheat
3858	noun.animal	thing
3861	noun.attribute	antiquity
3862	noun.state	squeamishness
3867	noun.state	horror
3868	verb.contact	mangle
3869	verb.communication	add
3870	verb.change	incise
3871	verb.change	subtract
3872	verb.contact	cutout
3873	noun.person	butcher
3875	noun.artifact	provision
3876	verb.creation	conjureup
3877	noun.Tops	association
3879	verb.change	efface
3880	noun.communication	track
3882	noun.communication	theory
3884	noun.artifact	incision
3885	noun.artifact	subject
3886	noun.communication	clue
3887	verb.communication	bringup
3888	noun.communication	impression
3889	verb.stative	concern
3891	noun.communication	fossilprint
3892	noun.person	poorLake
3895	verb.motion	comeon
3898	verb.cognition	investigate
3899	noun.body	grave
3904	verb.cognition	analyse
3905	noun.artifact	laboratorytable
3906	verb.contact	strow
3907	verb.cognition	dissect
3909	verb.emotion	spare
3911	verb.communication	omit
3915	noun.act	cleanse
3916	noun.substance	part
3917	noun.animal	canine
3919	noun.state	smudge
3921	noun.group	jumble
3922	verb.contact	handle
3923	verb.cognition	speculate
3927	noun.communication	illustrate
3928	noun.substance	writingmaterial
3929	noun.artifact	electrictorch
3930	noun.artifact	heatingapparatus
3931	noun.cognition	thelike
3934	noun.communication	blot
3935	noun.communication	pieceofpaper
3937	noun.act	experimentation
3938	noun.artifact	device
3940	verb.emotion	abhor
3941	noun.act	upset
3942	noun.artifact	larder
3943	noun.artifact	staple
3944	noun.artifact	tincan
3946	noun.cognition	enigma
3948	noun.artifact	cloth
3949	verb.stative	lieabout
3950	noun.act	slashing
3951	noun.act	adaptation
3952	noun.act	maltreatment
3953	noun.event	burial
3955	noun.event	eventuality
3956	verb.perception	photograph
3959	verb.communication	buttress
3962	noun.location	MooreExpedition
3964	verb.communication	photograph
3966	noun.object	mound
3967	verb.perception	notice
3975	noun.attribute	likeness
3978	noun.Tops	entity
3979	noun.body	mind
3982	noun.feeling	imagination
3985	verb.stative	coöperate
3986	noun.state	solitude
3988	verb.contact	drive
3990	verb.change	centre
3993	verb.cognition	harbour
3997	verb.communication	formulate
4004	noun.substance	titan
4005	noun.phenomenon	barrier
4006	noun.process	diminution
4011	noun.communication	similitude
4013	noun.plant	asian
4014	noun.attribute	distribution
4015	verb.change	denude
4018	noun.feeling	zeal
4019	noun.attribute	adventurousness
4025	verb.body	awake
4027	verb.cognition	intend
4029	verb.change	delay
4030	verb.communication	amplify
4031	verb.cognition	fillin
4032	noun.communication	blank
4036	noun.state	collapse
4037	noun.communication	straw
4038	verb.communication	shriek
4039	noun.object	mountainpass
4040	verb.cognition	survive
4042	verb.social	meddle
4044	verb.contact	pry
4045	noun.attribute	secret
4046	noun.feeling	evil
4049	verb.communication	checkup
4050	noun.artifact	sextant
4051	noun.attribute	sea-level
4052	verb.motion	embark
4055	verb.stative	spring
4058	noun.event	increase
4060	noun.object	crevasse
4062	noun.location	formation
4064	verb.communication	verify
4067	noun.location	pinnacle
4068	verb.change	towerup
4070	verb.stative	pointto
4071	noun.phenomenon	influence
4072	verb.change	retard
4073	noun.event	disintegration
4074	noun.object	mountainside
4079	verb.social	relieve
4080	noun.cognition	aviationknowledge
4081	noun.act	amateur’s
4082	noun.substance	quartzite
4084	noun.body	area
4087	noun.substance	aeon
4088	noun.process	weather
4089	noun.attribute	solidity
4090	verb.stative	save
4091	noun.act	obliteration
4092	noun.attribute	substance
4093	noun.location	MachuPicchu
4094	noun.object	ande
4095	noun.location	Kish
4096	verb.creation	digup
4097	noun.group	Oxford–FieldMuseumExpedition
4100	verb.communication	attribute
4101	noun.person	companionCarroll
4102	verb.communication	account
4104	noun.substance	Igneous
4107	noun.location	Giants'causeway
4111	noun.object	mouth
4115	noun.object	orifice
4116	verb.change	shape
4117	noun.attribute	numerousness
4119	noun.object	tunnel
4124	verb.stative	extend
4126	noun.plant	stalactite
4127	noun.plant	stalagmite
4131	noun.substance	pitting
4132	noun.artifact	weather
4136	noun.communication	pitting
4137	verb.contact	sprinkle
4139	verb.creation	duplicate
4143	noun.object	pass
4157	verb.cognition	prepare
4158	verb.motion	round
4159	noun.communication	cause
4160	verb.stative	traverse
4161	noun.object	barriermountain
4167	noun.communication	volume
4168	noun.communication	burden
4171	noun.event	whistle
4172	noun.event	piping
4173	verb.contact	sweep
4174	noun.phenomenon	repulsion
4175	noun.phenomenon	impression
4177	noun.artifact	aneroid
4181	verb.perception	look
4186	noun.attribute	volcanism
4188	verb.contact	windswept
4189	verb.body	frown
4190	noun.body	pylon
4191	verb.creation	fret
4192	noun.attribute	vapour
4193	verb.weather	light
4201	verb.communication	exchange
4202	verb.motion	gain
4203	noun.location	divide
4204	noun.artifact	secret
4205	verb.communication	cryout
4206	noun.feeling	awe
4209	noun.cognition	faculty
4212	noun.location	Arizonadesert
4214	noun.cognition	notion
4215	noun.object	labyrinth
4216	noun.object	stonemasse
4217	noun.location	crest
4218	noun.act	violation
4219	noun.communication	naturallaw
4220	noun.time	outset
4221	noun.state	habitation
4222	noun.time	humanage
4224	noun.cognition	self-defence
4225	verb.cognition	attribute
4227	verb.cognition	dismiss
4231	verb.cognition	differentiate
4232	noun.animal	greatape
4233	verb.change	succumb
4235	noun.attribute	sway
4236	noun.cognition	reason
4237	verb.stative	cutoff
4238	noun.location	refuge
4241	noun.cognition	basis
4242	noun.shape	stratum
4245	noun.cognition	reflection
4246	noun.person	phantom
4248	noun.attribute	massiveness
4250	noun.act	annihilation
4251	verb.creation	brood
4253	noun.object	upland
4254	noun.location	CoronaMundi
4255	noun.location	roof
4256	noun.object	world
4258	noun.communication	phrase
4259	verb.change	spring
4261	noun.cognition	myth
4262	verb.emotion	haunt
4264	noun.person	Mi-Go
4265	noun.person	snow-men
4266	noun.location	Himalayas
4267	noun.group	pnakoticmanuscript
4269	noun.person	Necronomicon
4270	noun.communication	hyperborean
4273	verb.cognition	associate
4275	noun.act	thin
4279	noun.act	interruption
4281	verb.communication	strike
4290	verb.stative	vary
4296	noun.object	honeycomb
4298	noun.shape	cylinder
4303	noun.artifact	edifice
4304	noun.location	groundplan
4305	noun.artifact	fortification
4307	noun.time	heyday
4308	verb.stative	project
4310	noun.communication	pile
4316	noun.process	pit
4317	noun.phenomenon	field
4318	noun.artifact	decoration
4321	verb.communication	assume
4323	noun.Tops	cause
4324	noun.artifact	stonework
4325	verb.change	weardown
4327	noun.location	swath
4330	verb.motion	traverse
4331	verb.communication	represent
4336	noun.act	penetration
4338	noun.feeling	dazedness
4341	noun.time	aeon
4343	noun.state	equilibrium
4344	noun.relation	chronology
4345	verb.perception	observe
4346	noun.cognition	habit
4348	noun.attribute	menace
4349	verb.stative	burn
4350	verb.cognition	fathom
4352	noun.Tops	relation
4353	noun.location	nucleus
4354	noun.communication	chapter
4356	noun.cognition	ramification
4358	noun.object	terrene
4359	noun.state	convulsion
4360	verb.motion	shamble
4361	noun.location	apedom
4362	verb.stative	sprawl
4363	noun.location	megalopolis
4365	noun.location	Lemuria
4366	noun.person	uzuldaroum
4367	noun.location	Lomar
4369	verb.stative	rank
4370	noun.communication	blasphemy
4371	noun.location	Valusia
4373	noun.location	ib
4374	noun.location	Mnar
4375	noun.location	NamelessCity
4376	noun.location	ArabiaDeserta
4377	noun.location	titan
4378	noun.attribute	bound
4383	verb.consumption	exert
4385	verb.motion	swoopdown
4388	verb.stative	border
4390	verb.perception	shew
4392	verb.contact	clawup
4393	noun.cognition	diversification
4394	noun.artifact	carving
4397	noun.location	headland
4398	noun.shape	pylon
4399	noun.communication	design
4400	verb.emotion	stirup
4401	noun.communication	remembrance
4403	noun.location	space
4404	noun.artifact	publicsquare
4408	verb.contact	hollowout
4410	noun.cognition	exception
4411	verb.perception	weather
4413	noun.location	eminence
4414	noun.artifact	monument
4415	noun.location	snakeTomb
4417	noun.location	Petra
4418	verb.motion	fly
4420	verb.change	thinout
4421	verb.stative	assume
4422	noun.attribute	ruggedness
4423	verb.motion	slope
4428	verb.motion	ground
4431	noun.quantity	scatter
4432	noun.act	lowflying
4436	noun.location	camp
4439	verb.motion	comedown
4440	noun.object	snowfield
4441	noun.object	obstacle
4442	verb.cognition	adapt
4443	noun.artifact	ski
4444	noun.act	foot
4445	noun.animal	fur
4446	verb.stative	consistof
4447	noun.artifact	pocketcompass
4448	noun.artifact	handcamera
4449	noun.artifact	lightprovision
4450	noun.artifact	notebook
4452	noun.artifact	chisel
4456	noun.communication	drawing
4457	noun.object	rockspecimen
4460	verb.contact	tearup
4463	noun.animal	hare
4464	noun.animal	hound
4466	verb.communication	penetrate
4467	noun.object	cavesystem
4468	verb.contact	chip
4469	noun.act	trail
4470	verb.motion	walk
4473	noun.feeling	marvel
4475	verb.cognition	conceal
4477	noun.state	prospect
4478	verb.creation	rear
4481	noun.attribute	thinness
4483	noun.act	exertion
4485	verb.competition	bearup
4489	noun.plant	cyclopean
4491	noun.state	link
4492	noun.plant	aeon
4496	verb.stative	averaging
4497	noun.artifact	loophole
4498	verb.contact	space
