	supersense_category	text
10797	verb.social	lynch
10799	verb.social	court
10801	noun.act	gen’ration
10803	noun.feeling	tearfulness
10805	verb.emotion	renew
10806	noun.body	glance
10808	noun.communication	absurdity
10810	noun.feeling	apprehensiveness
10812	verb.contact	whipup
10814	noun.substance	taown
10815	verb.change	rottin
10816	noun.artifact	monster
10817	verb.communication	barkin
10818	verb.contact	hoppin
10819	noun.artifact	cellar
10821	noun.person	haowlin
10823	noun.communication	order
10824	noun.person	DagonHall
10825	verb.cognition	Haow’d
10828	noun.location	Eve
10829	noun.time	Hallowmass
10832	verb.stative	own
10836	verb.motion	goin’
10838	verb.social	faound
10839	noun.animal	fishdevil
10842	verb.change	doin’
10843	noun.location	mainstreet
10845	verb.cognition	brung
10847	noun.attribute	frightfulness
10849	noun.event	breaker
10851	verb.contact	shake
10853	noun.body	eyelid
10854	verb.communication	mumble
10855	noun.communication	gum
10859	verb.cognition	taown
10862	noun.person	ancient
10863	noun.cognition	wit
10873	noun.feeling	earnestness
10876	verb.communication	sift
10877	verb.cognition	extract
10882	noun.artifact	leanhouse
10885	noun.substance	chimney
10887	noun.attribute	loveliness
10892	verb.motion	hurry
10895	verb.cognition	study
10899	noun.location	MarshStreet
10901	noun.location	FallStreet
10902	noun.person	whisperer
10904	noun.person	loiterer
10905	verb.stative	congregate
10907	verb.possession	claim
10910	verb.motion	rattlein
10912	verb.contact	throwout
10913	noun.artifact	mail-bag
10914	noun.communication	roll
10920	noun.person	loafer
10930	noun.location	gilman
10931	verb.emotion	dazed
10932	noun.cognition	obstacle
10934	verb.motion	reëntere
10936	noun.location	room
10939	noun.person	attendant
10940	noun.artifact	furnishing
10942	verb.creation	hemin
10943	noun.artifact	brickblock
10944	verb.stative	command
10945	noun.artifact	relique
10946	noun.artifact	tub
10947	noun.phenomenon	electriclight
10948	noun.artifact	panel
10953	verb.social	patronise
10955	noun.person	wench
10957	verb.emotion	relieve
10958	noun.artifact	can
10959	noun.artifact	package
10960	noun.food	vegetablesoup
10961	noun.food	cracker
10962	verb.motion	headback
10965	noun.artifact	electricbulb
10968	verb.cognition	broodover
10969	noun.attribute	abnormality
10973	verb.cognition	dwellon
10978	noun.cognition	voice
10980	noun.Tops	topic
10981	noun.attribute	mustiness
10982	verb.cognition	blend
10984	verb.cognition	focusse
10987	noun.artifact	bolt
10992	noun.artifact	press
10997	noun.artifact	screw
10998	noun.artifact	driver
11004	verb.body	sleepy
11005	verb.possession	take
11007	verb.body	Drowsiness
11010	verb.cognition	listenfor
11013	verb.perception	creak
11014	verb.change	fillup
11015	noun.event	voice
11016	noun.event	creak
11017	verb.communication	debate
11018	noun.act	disappearance
11019	noun.artifact	inn
11021	verb.communication	slay
11023	noun.group	townsfolk
11030	noun.communication	creaking
11031	verb.communication	speculate
11032	verb.cognition	regret
11033	noun.state	drowsiness
11034	verb.contact	bolt
11035	verb.contact	turnoff
11036	noun.phenomenon	flood
11037	verb.contact	turn
11038	verb.creation	preface
11040	noun.act	fulfilment
11045	noun.state	crisis
11048	noun.feeling	premonition
11050	noun.act	fumble
11051	verb.cognition	await
11052	noun.event	rattle
11056	noun.person	prowler
11059	noun.communication	try
11060	noun.artifact	connectdoor
11066	noun.state	readiness
11067	verb.social	fall
11068	verb.communication	prove
11071	verb.communication	consider
11072	noun.act	avenue
11073	noun.person	fumbler
11075	verb.possession	pocket
11076	noun.possession	belonging
11078	verb.cognition	ponder
11081	noun.communication	barking
11082	noun.communication	croaking
11085	noun.artifact	aid
11088	noun.communication	regulation
11089	noun.artifact	fireescape
11091	noun.location	courtyard
11092	noun.artifact	brickbusinessblock
11093	verb.stative	abut
11094	verb.stative	comeup
11095	noun.act	jump
11096	noun.location	case
11098	verb.cognition	calculate
11099	noun.cognition	chance
11100	noun.act	emergence
11101	noun.state	difficulty
11103	verb.contact	force
11105	noun.artifact	ram
11106	verb.cognition	counton
11107	noun.act	force
11108	verb.social	reinforce
11109	verb.motion	push
11110	noun.artifact	bureau
11111	noun.quantity	minimum
11112	verb.cognition	perceive
11114	verb.cognition	solve
11116	noun.artifact	skylight
11117	verb.stative	gape
11118	noun.artifact	row
11121	noun.location	southside
11122	verb.stative	open
11124	verb.contact	find
11126	verb.social	force
11127	noun.act	route
11128	verb.change	hamper
11129	verb.stative	hung
11135	verb.motion	dartthrough
11136	noun.location	bate
11137	noun.location	Paine
11138	verb.motion	edge
11139	verb.cognition	aim
11142	noun.act	preference
11146	verb.body	brighten
11147	noun.state	gash
11149	verb.stative	clove
11153	noun.animal	barnacle
11156	verb.stative	leadoff
11160	noun.group	scrub
11163	noun.phenomenon	moonlight
11170	noun.artifact	transom
11171	noun.substance	board
11172	verb.communication	groan
11173	noun.time	load
11175	noun.state	eternity
11176	verb.motion	elapse
11178	verb.contact	mount
11183	verb.competition	brace
11184	verb.contact	batter
11186	verb.perception	wax
11189	verb.contact	lunge
11192	verb.competition	givein
11193	noun.communication	clamour
11197	verb.motion	rush
11198	noun.location	connexion
11201	noun.artifact	halldoor
11203	noun.feeling	despair
11204	noun.artifact	trap
11205	noun.event	egress
11206	verb.emotion	sweepover
11207	verb.cognition	invest
11208	verb.creation	glimpse
11209	noun.act	automatism
11210	verb.stative	persist
11211	noun.attribute	hopelessness
11213	verb.social	perform
11214	verb.contact	push
11215	verb.motion	getthrough
11217	noun.act	fastening
11220	noun.state	reprieve
11222	noun.artifact	opener
11223	verb.motion	slip
11225	noun.state	respite
11227	verb.change	abate
11229	verb.competition	shield
11230	noun.person	assailant
11231	verb.stative	mass
11232	noun.communication	pass-key
11235	verb.social	bolt
11237	noun.animal	mate
11240	noun.artifact	washstand
11241	noun.artifact	barrier
11243	noun.location	PaineStreetblock
11244	noun.body	defence
11246	noun.event	panting
11247	noun.communication	grunting
11248	noun.act	barking
11253	noun.person	opponent
11255	noun.shape	ridgepole
11257	verb.cognition	survey
11259	verb.cognition	planning
11260	verb.creation	makefor
11261	verb.cognition	reckonwith
11264	noun.location	doorway
11267	verb.perception	splinter
11268	noun.person	besieger
11269	noun.act	play
11272	verb.stative	holdfirm
11273	verb.stative	flank
11274	noun.artifact	velourdrapery
11276	noun.artifact	catch
11277	noun.location	exterior
11280	verb.contact	yankat
11282	verb.contact	hook
11285	verb.contact	fling
11286	noun.artifact	drapery
11289	noun.artifact	ropeladder
11294	verb.weather	blaze
11295	noun.location	order
11297	noun.artifact	Baptistchurch
11298	noun.group	Congregationalchurch
11299	noun.event	spread
11301	noun.artifact	pocketlamp
11306	verb.cognition	mind
11310	noun.communication	echo
11322	noun.artifact	streetdoor
11325	verb.communication	croak
11328	noun.act	shiver
11329	noun.body	frame
11330	noun.attribute	gait
11332	verb.creation	surmount
11337	verb.contact	fumble
11338	noun.artifact	ray
11341	noun.communication	footstep
11342	noun.act	patter
11351	noun.person	wayfarer
11352	noun.location	BatesStreet
11353	noun.act	yawn
11354	noun.artifact	vestibule
11357	verb.stative	cross
11362	verb.motion	evade
11365	verb.social	imitate
11366	noun.artifact	shamble
11369	verb.cognition	trust
11372	verb.creation	organise
11378	noun.location	SouthStreet
11379	noun.object	declivity
11386	verb.communication	spy
11389	verb.perception	takein
11402	verb.motion	tighten
11403	noun.state	panic
11404	verb.stative	holdin
11405	noun.feeling	caution
11406	noun.feeling	fascination
11407	verb.motion	flash
11411	noun.relation	northeast
11412	noun.communication	gleams
11414	verb.social	control
11425	noun.event	flash
11426	noun.communication	beacon
11430	noun.feeling	self
11431	noun.artifact	nightmarestreet
11437	verb.motion	cover
11440	noun.event	footstep
11442	verb.communication	wheeze
11450	verb.communication	obey
11451	verb.change	cutoff
11453	verb.contact	patrol
11458	verb.emotion	reel
11459	noun.feeling	hopelessness
11464	noun.relation	northwest
11469	noun.person	fugitive
11470	noun.artifact	hotelwindow
11471	verb.cognition	knowabout
11473	noun.group	undergrowth
11474	noun.act	deliverance
11475	verb.stative	draw
11477	verb.cognition	consult
11481	noun.location	BabsonStreet
11483	noun.location	openspace
11488	noun.location	BankStreets
11489	verb.stative	skirt
11492	noun.person	Babson
11495	noun.artifact	openspace
11496	noun.location	crossstreet
11498	verb.change	start
11499	verb.motion	edgearound
11500	noun.location	Babson
11503	noun.attribute	gleam
11505	verb.stative	breakinto
11506	noun.act	trot
11511	verb.communication	attest
11518	noun.cognition	distribution
11520	verb.creation	behold
11523	verb.stative	bind
11525	verb.stative	intersect
11530	noun.event	abatement
11531	verb.motion	lope
11536	noun.artifact	extension
11538	noun.attribute	robe
11539	noun.artifact	diadem
11540	verb.change	glisten
11543	verb.motion	hop
11545	verb.contact	dart
11547	noun.location	Eliot
11548	noun.person	straggler
11550	verb.motion	croak
11555	verb.social	re
11557	verb.emotion	nerve
11558	noun.event	ordeal
11566	noun.communication	gait
11568	noun.person	native
11573	noun.artifact	rowboat
11574	verb.motion	pullin
11577	noun.artifact	rower
11578	noun.person	swimmer
11581	verb.perception	identify
11586	verb.communication	dispel
11587	verb.contact	closein
11589	verb.emotion	horrify
11591	noun.attribute	humanness
11592	noun.body	gait
11593	verb.motion	progress
11597	noun.person	figure
11598	verb.emotion	transfix
11601	noun.act	stratagem
11602	verb.social	deceive
11603	verb.cognition	vary
11605	verb.communication	jabber
11606	verb.motion	resume
11612	noun.location	AdamsStreet
11614	noun.location	BankStreet
11616	verb.body	stir
11620	noun.quantity	footstep
11623	noun.artifact	rail
11624	verb.change	rotaway
11629	noun.artifact	coverbridge
11636	verb.contact	knockdown
11638	noun.animal	bat
11643	verb.social	risk
11647	noun.location	RiverStreet
11649	verb.stative	veeroff
11652	noun.group	growth
11654	noun.plant	brier
11659	noun.artifact	embankment
11660	noun.plant	growth
11662	noun.object	cut
11663	noun.plant	bramble
11669	verb.competition	patrol
11670	noun.location	cut
11674	noun.phenomenon	shadow
11680	noun.location	levelIpswich
11681	verb.perception	undulate
11685	noun.act	scrape
11686	noun.communication	bellow
11687	noun.event	mutter
11688	verb.perception	overhear
11692	noun.person	type
11693	noun.location	warren
11696	verb.cognition	count
11702	verb.contact	teem
11704	verb.contact	land
11708	verb.motion	scour
11710	noun.person	patrol
11711	noun.location	road
11716	verb.change	waxdominant
11717	verb.weather	blowin
11719	noun.communication	murmur
11727	verb.motion	diverge
11728	verb.change	vanishment
11730	verb.contact	crouch
11731	noun.location	cleft
11733	noun.act	miracle
11735	verb.motion	surgeby
11736	noun.state	pollution
11738	verb.change	wax
11741	noun.act	babel
11743	noun.event	bay
11746	noun.attribute	voice
11750	verb.perception	patter
11751	verb.perception	lookupon
11754	noun.communication	snarling
11755	noun.body	ground
11756	noun.body	footfall
11757	noun.quantity	ounce
11758	noun.attribute	willpower
11759	verb.stative	hold
11761	noun.state	actuality
11762	noun.act	appeal
11763	verb.communication	tend
11766	verb.social	repeat
11768	noun.communication	legacy
11769	verb.social	act
11773	noun.cognition	germ
11780	verb.change	leaveoff
11784	noun.artifact	railwaycut
11785	noun.act	resolution
11786	verb.creation	foredoom
11787	verb.motion	crouch
11791	noun.location	noisomelypast
11793	verb.cognition	consider
11795	noun.event	strengthen
11798	noun.body	cut
11799	verb.change	flattenout
11801	verb.perception	sampling
11802	noun.object	yellowmoon
11804	noun.cognition	end
11807	noun.state	integrity
11813	verb.cognition	writing
11817	verb.body	croak
11818	verb.body	bleat
11820	noun.communication	saraband
11821	noun.communication	tiara
11822	verb.body	robe
11823	verb.body	clothe
11824	noun.artifact	feelhat
11825	verb.stative	answer
11826	noun.body	belly
11829	noun.animal	anthropoid
11830	verb.motion	close
11832	noun.animal	paw
11835	noun.attribute	monstrousness
11839	verb.cognition	guess
11845	verb.emotion	awake
11864	verb.consumption	provide
11865	verb.motion	catch
11868	noun.state	normality
11869	verb.emotion	overtake
11870	noun.event	marvel
11871	verb.stative	reachout
11873	noun.communication	diversion
11875	noun.group	MiskatonicUniversityMuseum
11876	verb.change	improve
11879	verb.communication	collate
11880	verb.communication	codify
11882	noun.person	Mr.E.LaphamPeabody
11883	verb.social	assist
11886	noun.person	ElizaOrne
11888	noun.person	JamesWilliamson
11891	noun.person	grandmother
11892	noun.person	Mr.Peabody
11893	noun.state	marriage
11894	noun.person	BenjaminOrne
11896	noun.group	ancestry
11897	noun.person	bride
11899	noun.person	orphanMarsh
11900	noun.location	NewHampshire
11901	noun.person	cousin
11902	noun.group	EssexCountyMarshes
11904	noun.person	guardian
11905	noun.possession	fund
11906	noun.person	governess
11909	verb.motion	dropout
11911	noun.person	frenchwoman
11914	noun.person	Enoch
11915	noun.person	Lydia
11916	noun.person	meserve
11922	noun.object	Marsh
11923	noun.act	puzzle
11927	verb.communication	welcome
11930	noun.communication	list
11931	noun.communication	bookreference
11932	noun.person	orne
11933	noun.location	Toledo
11934	noun.location	Maumee
11938	noun.location	Oberlin
11940	noun.act	study
11943	noun.act	campaign
11945	noun.time	middle
11946	noun.communication	tradition
11947	noun.artifact	bit
11948	noun.possession	heirloom
11949	noun.location	williamson
11950	verb.emotion	depressed
11953	verb.emotion	welcome
11954	verb.motion	cometo
11958	verb.emotion	grieve
11959	noun.feeling	grief
11960	noun.event	suicide
11961	noun.person	uncleDouglas
11963	noun.group	ArkhamHistoricalSociety
11965	noun.person	uncleWalter
11966	noun.person	cousinLawrence
11967	noun.person	Walter
11968	noun.person	duplicate
11970	noun.act	seclusion
11971	noun.artifact	sanitarium
11972	noun.location	Canton
11978	noun.act	research
11985	noun.artifact	heirloom
11986	noun.artifact	miniature
11987	verb.cognition	goover
11989	verb.change	acquire
11996	noun.feeling	alienation
11998	verb.change	obtrude
11999	noun.communication	refusal
12004	noun.location	deposit
12006	verb.stative	descend
12013	noun.phenomenon	luck
12014	verb.stative	cluster
12015	noun.person	great-grandmother
12020	verb.contact	unwrap
12022	verb.emotion	shock
12027	verb.communication	pronounce
12030	noun.artifact	material
12034	noun.body	pectoral
12035	noun.cognition	figure
12037	verb.communication	betray
12039	verb.creation	unwrap
12040	noun.attribute	reluctance
12041	noun.act	demonstration
12042	verb.emotion	forewarn
12045	verb.body	faint
12048	noun.feeling	brood
12073	verb.change	bolsterup
12075	verb.change	colour
12079	verb.competition	fightoff
12082	verb.change	bury
12083	noun.attribute	frequency
12085	verb.motion	goby
12087	verb.contact	openout
12088	noun.artifact	portico
12092	verb.contact	fill
12094	noun.artifact	trapping
12097	noun.object	bottomtemple
12098	verb.social	stamp
12100	noun.person	genius
12106	noun.person	invalid
12108	noun.event	ravage
12109	verb.emotion	resemble
12113	noun.artifact	palace
12114	noun.location	terrace
12115	noun.animal	leprouscoral
12116	noun.attribute	efflorescence
12119	noun.cognition	wonder
12121	verb.competition	spurn
12122	noun.artifact	smokingpistol
12126	noun.location	Y’ha-nthlei
12128	noun.person	Y’ha
12129	noun.location	DeepOnes
12131	noun.possession	tribute
12132	noun.group	greatCthulhu
12133	verb.emotion	crave
12136	noun.group	earth
12137	noun.act	penance
12139	verb.emotion	set
12143	verb.emotion	deter
12144	verb.change	lessen
12145	noun.object	deep
12148	noun.act	exaltation
12151	verb.contact	shutup
12152	noun.communication	stupendous
12153	noun.event	splendour
12159	noun.artifact	madhouse
12164	noun.artifact	lair
12167	noun.state	glory
12168	verb.cognition	bearinmind
12171	noun.person	Akeley
12175	noun.person	HenryAkeley
12179	verb.stative	establish
12182	noun.group	trickle
12183	noun.location	brooks
12185	noun.person	eccentricity
12189	noun.person	instructor
12190	noun.communication	literature
12193	noun.location	Massachusetts
12194	noun.person	amateurstudent
12198	noun.state	hardship
12199	noun.state	suffer
12202	noun.object	river
12203	verb.social	embarkon
12206	noun.cognition	subject
12209	verb.communication	belittle
12211	noun.communication	outgrowth
12212	noun.cognition	superstition
12214	noun.location	stratum
12215	verb.stative	underlie
12216	noun.cognition	rumour
12219	noun.communication	newspapercutting
12222	noun.location	Hardwick
12226	noun.location	WinooskiRiver
12227	noun.location	montpelier
12228	noun.location	WestRiver
12229	noun.location	WindhamCounty
12230	noun.location	newfane
12231	noun.location	Passumpsic
12232	noun.location	CaledoniaCounty
12233	noun.location	Lyndonville
12236	verb.change	boildown
12237	noun.group	countryfolk
12241	verb.social	resurrect
12242	noun.event	stream
12247	noun.shape	ellipsoid
12248	noun.quantity	multitude
12249	noun.animal	antennae
12251	verb.stative	coincide
12255	verb.emotion	colour
12256	noun.attribute	imagination
12258	noun.location	backwoods
12260	verb.change	bloated
12264	verb.consumption	invest
12270	noun.communication	EliDavenport
12271	verb.possession	embrace
12275	verb.communication	summarise
12280	noun.object	stream
12289	verb.motion	shun
12293	noun.object	brook
12299	noun.location	nature
12307	noun.act	climb
12309	verb.stative	agree
12312	verb.social	spy
12313	noun.quantity	number
12314	noun.quantity	detachment
12316	noun.object	watercourse
12319	verb.perception	silhouette
12320	noun.time	fullmoon
12324	verb.cognition	knowas
12328	verb.cognition	lookupat
12330	noun.object	precipice
12331	noun.person	settler
12333	verb.change	burn
12334	noun.substance	ashe
12335	noun.object	sentinel
12338	verb.contact	trespassing
12341	verb.social	establish
12353	noun.artifact	dooryard
12359	noun.person	hermit
12364	noun.person	mortal
12366	noun.location	county
12367	verb.communication	accuse
12368	noun.person	recluse
12371	noun.communication	commonname
12375	noun.person	familiar
12378	noun.attribute	heritage
12382	noun.person	GovernorWentworth
12383	noun.communication	grant
12384	verb.cognition	link
12385	noun.person	fairy
12386	noun.animal	bog
12387	noun.animal	rath
12388	verb.competition	protect
12390	verb.communication	handdown
12391	noun.group	Indians
12395	noun.state	consensus
12397	noun.cognition	particular
12399	noun.communication	Pennacook
12401	noun.location	GreatBear
12404	verb.stative	maintain
12406	verb.motion	flyback
12408	verb.contact	harm
12411	noun.animal	animal
12414	noun.plant	thing
12418	noun.person	pennacook
12419	noun.person	Hurons
12420	noun.group	fivenation
12424	noun.act	flareup
12425	noun.group	vermonter
12426	noun.artifact	dwelling
12427	noun.cognition	avoidance
12428	noun.act	avoidance
12429	noun.object	hilly
12430	noun.event	rut
12431	noun.event	scare
12435	verb.contact	dwell
12441	noun.communication	folk
12446	verb.creation	evolve
12449	verb.communication	pointout
12452	noun.attribute	uniformity
12454	verb.stative	might
12456	verb.communication	silence
12457	noun.communication	assurance
12461	verb.communication	demonstrate
12466	noun.person	personification
12467	noun.person	faun
12468	noun.person	dryad
12469	noun.person	satyr
12471	noun.location	wale
12472	noun.person	Ireland
12474	noun.animal	troglodyte
12475	noun.person	burrower
12482	noun.object	rockpinnacle
12486	verb.social	turn
12487	verb.communication	claim
12488	verb.communication	imply
12489	noun.state	historicity
12492	noun.act	hiding
12493	noun.event	advent
12494	noun.attribute	dominance
12496	noun.attribute	number
12498	verb.communication	asseverate
12500	noun.cognition	heritage
12502	noun.person	extremist
12508	verb.communication	cite
12509	noun.person	CharlesFort
12510	noun.person	voyager
12515	noun.person	romanticist
12516	verb.change	transfer
12517	noun.cognition	reallife
12519	noun.communication	fiction
12524	verb.communication	copy
12528	noun.location	RutlandHerald
12530	noun.location	BrattleboroReformer
12531	verb.communication	reprint
12533	noun.communication	comment
12534	noun.communication	column
12535	verb.communication	support
12536	verb.communication	applaud
12541	verb.social	setfoot
12547	noun.person	HenryWentworthAkeley
12551	noun.person	representative
12552	noun.location	homesoil
12553	noun.person	jurist
12554	noun.person	administrator
12555	noun.person	gentleman
12556	noun.person	agriculturist
12557	noun.body	mentally
12558	verb.change	veer
12559	noun.cognition	scholarship
12561	noun.cognition	astronomy
12564	noun.group	UniversityofVermont
12565	noun.communication	communication
12568	noun.cognition	sophistication
12570	noun.person	challenger
12571	noun.cognition	view
12572	noun.Tops	phenomena
12575	noun.cognition	preference
12576	verb.social	advance
12577	verb.social	guide
12580	noun.communication	credit
12583	noun.location	greenhill
12585	verb.stative	comefrom
12589	verb.communication	assign
12590	noun.communication	materialproof
12595	noun.cognition	landmark
12597	verb.communication	affirm
12599	noun.communication	scrawl
12600	verb.emotion	mingle
12601	noun.location	Townshend
12602	noun.location	WindhamCo.
12605	noun.person	AlbertN.Wilmarth
12606	noun.person	Esq.
12607	noun.location	SaltonstallSt.
12611	noun.communication	reprint
12612	noun.time	apr.
12616	noun.person	outlander
12621	noun.person	Davenport
12623	noun.act	explore
12624	verb.cognition	visit
12625	verb.competition	direct
12631	noun.person	authority
12632	noun.person	Tylor
12633	noun.location	Lubbock
12635	noun.person	quatrefage
12636	noun.person	Murray
12637	noun.person	Osborn
12638	noun.person	Keith
12639	noun.person	boule
12640	noun.person	G.ElliotSmith
12645	noun.group	RutlandHerald
12647	noun.communication	controversy
12648	verb.stative	stand
12651	noun.communication	upshot
12653	verb.contact	float
12657	verb.cognition	dread
12658	noun.location	Akeleyplace
12659	noun.location	TownshendVillage
12660	noun.location	DarkMountain
12663	noun.artifact	phonograph
12664	noun.artifact	dictaphoneattachment
12665	verb.creation	paralysed
12668	verb.communication	mention
12671	verb.communication	tellabout
12674	noun.person	exnihilonihil
12677	noun.person	publicly
12678	noun.cognition	side
12682	verb.cognition	explore
12683	noun.animal	humancreature
12684	verb.cognition	watch
12685	noun.person	spy
12689	verb.social	resist
12694	noun.substance	metal
12696	verb.contact	wipeout
12698	verb.change	conquer
12700	noun.person	bother
12701	verb.possession	getrid
12703	noun.location	RoundHill
12705	verb.motion	lead
12706	verb.communication	address
12708	verb.change	hushup
12713	noun.person	promoter
12714	noun.artifact	realestate
12715	verb.contact	flood
12717	noun.quantity	herd
12718	verb.motion	overrun
12719	noun.artifact	bungalow
12721	noun.communication	phonographrecord
12722	noun.substance	blackstone
12723	verb.consumption	shew
12724	noun.communication	express
12725	noun.person	brown
12728	noun.location	Cal
12730	verb.social	takenotice
12731	noun.object	blackstone
12732	noun.communication	phonograph
12733	noun.person	policedog
12734	verb.social	getabout
12736	noun.feeling	brink
12737	verb.cognition	decipher
12741	verb.communication	antedate
12744	noun.person	Yog
12745	noun.group	sothoth
12747	noun.event	cycle
12750	noun.act	access
12753	noun.person	Mr.Wilmarth
12758	noun.person	newfane
12759	noun.location	Brattleboro
12761	verb.communication	authorise
12764	verb.motion	bark
12766	verb.cognition	hope
12767	verb.communication	bother
12769	noun.artifact	wastebasket
12771	noun.act	rave
12772	noun.person	HENRYW.AKELEYP.S.
12779	noun.communication	extravagance
12783	noun.event	race
12788	noun.act	confrontation
12791	noun.cognition	cause
12793	verb.stative	fitin
12797	noun.communication	blackstone
12799	noun.communication	inference
12805	verb.cognition	preparedfor
12808	noun.communication	development
12813	verb.contact	bark
12816	verb.perception	haunt
12824	noun.person	outcast
12830	verb.possession	harbour
12835	verb.change	adopt
12836	verb.communication	solicit
12838	noun.communication	returnmail
12839	noun.artifact	view
12840	noun.event	scene
12844	noun.attribute	vagueness
12848	noun.attribute	fallibility
12849	noun.attribute	mendacity
12855	noun.communication	footprint
12859	noun.plant	blade
12860	noun.relation	index
12861	noun.act	exposure
12865	noun.communication	ambiguity
12866	noun.plant	nipper
12871	noun.object	boulder
12873	verb.stative	choke
12878	noun.artifact	magnifier
12881	noun.person	druid
12882	noun.location	standingstone
12884	verb.contact	beatdown
12885	verb.contact	wearaway
12887	verb.stative	stretchaway
12888	noun.act	view
12893	noun.group	study
12894	noun.quantity	row
12895	noun.person	Milton
12896	verb.stative	defy
12904	noun.communication	ideograph
12909	noun.act	tenancy
12919	noun.artifact	story
12921	noun.artifact	lawn
12922	verb.contact	squat
12925	noun.person	photographer
12926	verb.cognition	infer
12929	verb.stative	enterinto
12930	noun.communication	transcript
12931	verb.communication	overhear
12934	verb.contact	spy
12935	noun.object	thicket
12940	noun.communication	discourse
12942	noun.communication	Yuggoth
12944	noun.location	Tsathoggua
12945	noun.location	Hastur
12946	noun.location	Yian
12948	noun.location	LakeofHali
12949	noun.location	Bethmoora
12950	noun.location	YellowSign
12951	noun.location	l’mur-Kathulos
12952	noun.location	bran
12953	noun.location	MagnumInnominandum
12955	noun.Tops	dimension
12958	noun.object	pit
12960	noun.object	rivulet
12962	verb.contact	entangle
12963	noun.attribute	destiny
12966	noun.attribute	wonder
12970	verb.cognition	remove
12972	verb.communication	entertain
12978	noun.location	neptune
12980	noun.cognition	debate
12982	noun.communication	argument
12984	verb.contact	putoff
12987	verb.change	petereout
12992	verb.cognition	retrace
12993	noun.cognition	ground
12997	noun.relation	correlation
12999	noun.event	horror
13001	noun.location	HimalayanMi-Go
13003	noun.person	ProfessorDexter
13005	verb.communication	disobey
13007	noun.location	himalayanpeak
13009	verb.motion	ascend
13010	verb.communication	leadup
13011	noun.communication	decipher
13018	noun.artifact	phonographrecord
13022	verb.emotion	aggravate
13024	noun.person	tool
13027	noun.person	WalterBrown
13029	verb.consumption	loafing
13031	noun.location	BellowsFalls
13033	noun.location	SouthLondonderry
13042	verb.stative	face
13044	noun.person	whitherAkeley
13051	verb.communication	pay
13053	verb.stative	centre
13055	noun.group	collegeadministration
13057	noun.quantity	a.m.
13058	noun.time	first
13062	verb.stative	rise
13063	noun.location	Lee’sswamp
13064	verb.emotion	plague
13067	noun.artifact	dictaphone
13068	noun.person	former
13070	noun.time	May-
13072	noun.time	sabbat
13077	noun.communication	crux
13078	noun.animal	buzzing
13081	noun.communication	grammar
13082	noun.artifact	recordingphonograph
13084	noun.attribute	disadvantage
13085	noun.communication	speechsecure
13088	noun.communication	speakword
13089	noun.act	gather
13090	verb.consumption	possess
13093	noun.location	wood
13094	noun.act	gift
13095	noun.artifact	well
13102	noun.person	BlackGoat
13104	noun.person	Shub
13105	noun.group	thousandYoung
13106	noun.location	abuzzing
13107	noun.cognition	imitation
13108	noun.communication	speech
13113	noun.person	Lordofthewood
13114	noun.substance	onyx
13115	noun.communication	tri)bute
13116	noun.location	gulf
13117	noun.location	Azathoth
13118	noun.person	Yuggoth
13119	noun.plant	aether
13121	noun.person	he
13123	noun.person	toNyarlathotep
13124	noun.person	mightyMessenger
13126	verb.stative	hide
13127	noun.substance	sun
13129	noun.person	humanvoice
13130	noun.person	nyarl)athotep
13131	noun.person	greatMessenger
13132	noun.person	bringer
13135	noun.person	Father
13136	noun.group	millionfavourOnes
13137	noun.group	Stalker
13139	noun.group	byENDofrecord
13143	noun.substance	sapphire
13147	noun.communication	render
13150	noun.person	Shub-Niggurath
13151	noun.person	goat
13152	noun.person	thousandYoung
13160	noun.feeling	pity
13161	verb.social	disobey
13164	noun.attribute	sound
13167	verb.stative	wing
13168	noun.shape	abyss
13169	noun.location	hell
13171	noun.communication	buzzing
13180	noun.animal	mammalia
13181	noun.relation	singularity
13182	noun.attribute	timbre
13185	verb.stative	place
13188	noun.communication	daze
13199	noun.cognition	custom
13200	noun.cognition	religion
13201	noun.group	alliance
13202	noun.animal	creature
13205	noun.act	alliance
13209	noun.state	infinity
13210	noun.object	planetYuggoth
13212	noun.location	einsteinianspace
13213	noun.group	continuum
13214	noun.location	cosmos
13218	verb.cognition	deeming
13219	verb.communication	have
13224	verb.consumption	ship
13225	noun.location	Maine
13226	noun.location	Keene
13227	noun.location	winchendon
13228	noun.location	Fitchburg
13229	verb.stative	necessitate
13230	noun.act	drive
13231	noun.object	hillroad
13236	verb.communication	talkwith
13237	noun.person	clerk
13244	noun.communication	mail
13247	noun.person	passenger
13249	verb.communication	gointo
13253	noun.artifact	farmyard
13256	verb.communication	face
13257	noun.location	track
13258	noun.communication	kodak
13260	verb.perception	outdo
13263	noun.communication	telegram
13271	noun.time	standardtime
13272	noun.location	NorthStation
13275	verb.motion	stayin
13278	noun.artifact	expressoffice
13279	noun.artifact	shipment
13281	noun.location	BostonNorthStation
13282	noun.possession	consignment
13289	verb.communication	outline
13290	noun.attribute	promptness
13293	noun.person	express
13295	noun.cognition	bear
13297	noun.location	N.H.
13299	verb.possession	enter
13300	noun.person	StanleyAdams
13301	verb.motion	startinto
13302	noun.feeling	awakeness
13303	noun.attribute	veracity
13304	noun.attribute	reliability
13305	noun.communication	antecedent
13306	verb.communication	interview
13308	noun.person	inquirer
13312	noun.group	expresscompany
